Rows,brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
28084,hyundai,i10,automatic,11,petrol,,53812,3,316000,maharashtra,,,5,hatchback
28085,hyundai,grand i10,automatic,7,petrol,,22739,2,643000,karnataka,,,5,hatchback
28086,hyundai,grand i10,manual,7,petrol,,17698,2,465000,delhi,,,5,hatchback
28087,maruti,ciaz,manual,6,petrol,,90059,1,407000,delhi,,,5,sedan
28088,ford,ecosport,automatic,4,petrol,,31724,1,972000,karnataka,,,5,suv
28089,maruti,celerio,manual,8,petrol,,48810,1,389000,maharashtra,,,5,hatchback
28090,hyundai,alcazar,automatic,2,diesel,,30646,1,2031000,telangana,,,5,suv
28091,honda,brio,manual,12,petrol,,60203,2,285000,maharashtra,,,5,hatchback
28092,tata,tigor,manual,2,cng,,49471,1,733000,uttar pradesh,,,5,sedan
28093,mahindra,xuv500,automatic,6,diesel,,66470,2,1045000,uttar pradesh,,,7,lux_suv
28094,maruti,celerio,manual,8,cng,,87612,1,440000,maharashtra,,,5,hatchback
28095,maruti,vitara brezza,manual,6,diesel,,70167,2,694000,telangana,,,5,suv
28096,hyundai,new santro,manual,5,petrol,,38237,2,394000,kerala,,,5,hatchback
28097,hyundai,grand i10,manual,9,petrol,,53324,2,472000,karnataka,,,5,hatchback
28098,hyundai,elite i20,manual,6,petrol,,56685,1,657000,tamil nadu,,,5,hatchback
28099,maruti,ignis,automatic,6,petrol,,35339,1,574000,telangana,,,5,hatchback
28100,hyundai,elite i20,manual,9,petrol,,99658,1,506000,maharashtra,,,5,hatchback
28101,kia,seltos,manual,4,petrol,,15955,1,1449000,karnataka,,,5,suv
28102,maruti,swift dzire,manual,10,petrol,,73324,1,495000,maharashtra,,,5,sedan
28103,hyundai,grand i10,manual,9,petrol,,71223,1,372000,haryana,,,5,hatchback
28104,hyundai,venue,manual,4,diesel,,109125,1,833000,telangana,,,5,suv
28105,maruti,ciaz,manual,6,petrol,,63950,1,402650,west bengal,,,5,sedan
28106,nissan,terrano,manual,6,petrol,,41040,1,760000,tamil nadu,,,5,suv
28107,honda,jazz,manual,9,petrol,,72596,3,437000,maharashtra,,,5,hatchback
28108,hyundai,elite i20,manual,8,petrol,,40108,1,569000,delhi,,,5,hatchback
28109,hyundai,i10,manual,8,petrol,,98602,2,349000,karnataka,,,5,hatchback
28110,hyundai,verna,manual,13,petrol,,42878,1,797000,maharashtra,,,5,sedan
28111,maruti,dzire,manual,7,petrol,,87184,1,546000,delhi,,,5,sedan
28112,maruti,alto,manual,3,cng,,28155,1,408000,rajasthan,,,5,hatchback
28113,hyundai,creta,manual,8,diesel,,88755,1,636000,west bengal,,,5,suv
28114,maruti,wagon r 1.0,manual,11,cng,,114221,3,268000,maharashtra,,,5,hatchback
28115,maruti,vitara brezza,manual,8,diesel,,68943,1,666000,madhya pradesh,,,5,suv
28116,honda,amaze,manual,10,diesel,,103336,3,245000,kerala,,,5,sedan
28117,hyundai,new i20,manual,3,petrol,,19709,1,785000,gujarat,,,5,hatchback
28118,hyundai,elite i20,manual,5,diesel,,76579,1,687000,bihar,,,5,hatchback
28119,mahindra,xuv500,manual,10,diesel,,93088,1,862000,karnataka,,,7,lux_suv
28120,maruti,wagon r 1.0,manual,14,petrol,,80320,1,299000,tamil nadu,,,5,hatchback
28121,toyota,glanza,manual,4,petrol,,25940,1,699000,uttar pradesh,,,5,hatchback
28122,maruti,swift,manual,6,diesel,,55946,1,646000,gujarat,,,5,hatchback
28123,hyundai,i10,manual,14,petrol,,30712,2,165000,delhi,,,5,hatchback
28124,hyundai,eon,manual,12,petrol,,49985,2,290000,karnataka,,,5,hatchback
28125,tata,nexon,manual,2,diesel,,24223,1,1227000,maharashtra,,,5,suv
28126,hyundai,new santro,manual,2,cng,,13673,1,691000,telangana,,,5,hatchback
28127,renault,kiger,manual,3,petrol,,7450,1,739000,uttar pradesh,,,5,hatchback
28128,maruti,baleno,automatic,7,petrol,,31085,2,661000,tamil nadu,,,5,hatchback
28129,ford,ecosport,manual,6,diesel,,90114,1,811000,telangana,,,5,suv
28130,honda,city,manual,5,petrol,,63366,2,545000,delhi,,,5,sedan
28131,skoda,rapid,manual,10,petrol,,61033,2,528000,karnataka,,,5,sedan
28132,maruti,swift,manual,9,petrol,,25610,1,523000,maharashtra,,,5,hatchback
28133,maruti,swift dzire,manual,12,petrol,,29742,1,558000,gujarat,,,5,sedan
28134,hyundai,elite i20,manual,8,petrol,,29220,2,523000,maharashtra,,,5,hatchback
28135,maruti,baleno,manual,4,petrol,,30469,1,664000,haryana,,,5,hatchback
28136,hyundai,new santro,manual,5,petrol,,71636,1,429000,karnataka,,,5,hatchback
28137,maruti,alto,manual,5,petrol,,62809,1,278000,uttar pradesh,,,5,hatchback
28138,maruti,vitara brezza,manual,6,diesel,,105318,1,832000,tamil nadu,,,5,suv
28139,hyundai,new santro,manual,5,petrol,,64350,1,505000,tamil nadu,,,5,hatchback
28140,maruti,new wagon-r,manual,2,cng,,14057,1,625000,madhya pradesh,,,5,hatchback
28141,maruti,swift,manual,11,petrol,,58209,1,422000,tamil nadu,,,5,hatchback
28142,honda,amaze,manual,5,diesel,,41781,1,885000,maharashtra,,,5,sedan
28143,maruti,alto 800,manual,12,petrol,,49614,2,243000,karnataka,,,5,hatchback
28144,honda,jazz,automatic,7,petrol,,74151,2,676000,maharashtra,,,5,hatchback
28145,mahindra,xuv500,manual,10,diesel,,95918,1,800000,andhra pradesh,,,7,lux_suv
28146,maruti,alto 800,manual,7,petrol,,12277,1,320000,gujarat,,,5,hatchback
28147,honda,amaze,manual,9,petrol,,43587,1,644000,delhi,,,5,sedan
28148,maruti,s presso,manual,4,petrol,,59522,1,458000,gujarat,,,5,hatchback
28149,kia,seltos,automatic,4,petrol,,48026,1,1367250,telangana,,,5,suv
28150,honda,city,manual,8,petrol,,74174,2,665000,telangana,,,5,sedan
28151,hyundai,xcent,manual,6,petrol,,66790,2,321000,maharashtra,,,5,sedan
28152,maruti,baleno,manual,7,petrol,,38418,2,580000,telangana,,,5,hatchback
28153,nissan,magnite,manual,3,petrol,,37014,1,673000,haryana,,,5,suv
28154,hyundai,grand i10,manual,7,petrol,,43186,1,493000,delhi,,,5,hatchback
28155,maruti,vitara brezza,automatic,5,diesel,,53096,1,846000,delhi,,,5,suv
28156,renault,kwid,manual,6,petrol,,52063,1,329000,chandigarh,,,5,hatchback
28157,hyundai,creta,automatic,7,petrol,,43503,2,941000,tamil nadu,,,5,suv
28158,hyundai,i10,manual,12,petrol,,33258,1,250000,haryana,,,5,hatchback
28159,maruti,baleno,automatic,7,petrol,,87044,1,565000,maharashtra,,,5,hatchback
28160,maruti,baleno,automatic,7,petrol,,14321,1,674000,tamil nadu,,,5,hatchback
28161,hyundai,verna,automatic,6,diesel,,79110,2,888000,haryana,,,5,sedan
28162,skoda,rapid,manual,4,petrol,,4417,1,799250,karnataka,,,5,sedan
28163,maruti,celerio x,manual,5,petrol,,54711,1,549000,haryana,,,5,hatchback
28164,hyundai,i10,manual,13,petrol,,116177,1,222000,,,,5,hatchback
28165,maruti,ritz,manual,11,petrol,,67497,1,388000,karnataka,,,5,hatchback
28166,hyundai,elite i20,manual,7,petrol,,13992,1,569000,delhi,,,5,hatchback
28167,tata,nexon,manual,4,petrol,,58343,1,966000,gujarat,,,5,suv
28168,honda,jazz,manual,8,petrol,,39212,2,412000,maharashtra,,,5,hatchback
28169,maruti,wagon r 1.0,manual,12,petrol,,69286,1,213000,west bengal,,,5,hatchback
28170,maruti,alto 800,manual,11,cng,,112858,1,279000,maharashtra,,,5,hatchback
28171,maruti,swift,manual,7,petrol,,37368,1,487000,haryana,,,5,hatchback
28172,maruti,baleno,manual,5,petrol,,22343,1,588000,west bengal,,,5,hatchback
28173,maruti,vitara brezza,manual,5,diesel,,58894,1,725000,delhi,,,5,suv
28174,hyundai,elite i20,manual,8,petrol,,61060,2,615000,telangana,,,5,hatchback
28175,tata,tiago,manual,6,diesel,,85984,1,530000,tamil nadu,,,5,hatchback
28176,honda,amaze,manual,7,cng,,115427,1,449000,delhi,,,5,sedan
28177,toyota,yaris,manual,3,diesel,,97446,1,614000,maharashtra,,,5,sedan
28178,hyundai,elite i20,manual,6,diesel,,36283,1,829000,karnataka,,,5,hatchback
28179,maruti,alto k10,automatic,6,petrol,,29526,2,325000,west bengal,,,5,hatchback
28180,renault,kwid,automatic,4,petrol,,42061,2,521000,karnataka,,,5,hatchback
28181,maruti,ertiga,manual,8,diesel,,54733,1,822000,karnataka,,,5,suv
28182,maruti,wagon r 1.0,manual,9,petrol,,73805,2,323000,haryana,,,5,hatchback
28183,maruti,alto 800,manual,7,petrol,,22490,1,341000,maharashtra,,,5,hatchback
28184,maruti,wagon r 1.0,manual,7,petrol,,32950,1,444000,tamil nadu,,,5,hatchback
28185,datsun,redi go,manual,7,petrol,,36667,2,212000,gujarat,,,5,hatchback
28186,maruti,swift,manual,10,petrol,,63782,1,515000,karnataka,,,5,hatchback
28187,hyundai,verna,automatic,4,petrol,,33730,1,1186000,rajasthan,,,5,sedan
28188,honda,city,automatic,12,petrol,,60745,2,358000,maharashtra,,,5,sedan
28189,tata,tiago,manual,2,cng,,4112,1,649000,haryana,,,5,hatchback
28190,maruti,celerio,manual,10,cng,,45462,1,373000,maharashtra,,,5,hatchback
28191,hyundai,grand i10,manual,10,petrol,,94221,2,424000,karnataka,,,5,hatchback
28192,renault,kwid,manual,7,petrol,,52703,1,279000,haryana,,,5,hatchback
28193,maruti,ciaz,automatic,5,petrol,,50335,1,899000,gujarat,,,5,sedan
28194,renault,kiger,automatic,3,petrol,,14608,1,960000,karnataka,,,5,hatchback
28195,skoda,rapid,manual,4,petrol,,47239,1,744000,maharashtra,,,5,sedan
28196,maruti,swift,manual,14,petrol,,82598,2,260000,maharashtra,,,5,hatchback
28197,renault,kwid,manual,2,petrol,,7775,2,514000,gujarat,,,5,hatchback
28198,toyota,yaris,automatic,6,petrol,,68950,2,766000,telangana,,,5,sedan
28199,hyundai,xcent,manual,7,petrol,,63055,1,393000,delhi,,,5,sedan
28200,maruti,swift dzire,manual,10,petrol,,25113,1,348000,west bengal,,,5,sedan
28201,maruti,new wagon-r,manual,4,petrol,,22750,1,562000,punjab,,,5,hatchback
28202,maruti,alto,manual,5,petrol,,26485,1,352000,tamil nadu,,,5,hatchback
28203,maruti,alto 800,manual,10,petrol,,82384,2,255000,tamil nadu,,,5,hatchback
28204,maruti,dzire,manual,7,petrol,,39614,1,668000,telangana,,,5,sedan
28205,maruti,celerio,manual,9,petrol,,77422,1,341000,maharashtra,,,5,hatchback
28206,honda,city,manual,6,petrol,,5528,1,829000,tamil nadu,,,5,sedan
28207,mahindra,thar,manual,6,diesel,,35083,2,771000,uttar pradesh,,,5,suv
28208,maruti,ignis,automatic,7,petrol,,74643,1,530000,karnataka,,,5,hatchback
28209,tata,altroz,manual,4,petrol,,41382,2,781000,telangana,,,5,hatchback
28210,maruti,ciaz,manual,6,diesel,,74648,2,599000,delhi,,,5,sedan
28211,hyundai,elite i20,manual,4,petrol,,29678,2,702000,punjab,,,5,hatchback
28212,hyundai,new elantra,automatic,8,petrol,,75545,1,947000,maharashtra,,,5,lux_sedan
28213,maruti,baleno,automatic,3,petrol,,13538,1,860000,telangana,,,5,hatchback
28214,maruti,wagon r 1.0,manual,6,cng,,43339,1,445000,maharashtra,,,5,hatchback
28215,hyundai,grand i10,manual,8,petrol,,88023,2,473000,maharashtra,,,5,hatchback
28216,hyundai,grand i10,manual,5,petrol,,37716,1,599000,karnataka,,,5,hatchback
28217,maruti,ciaz,automatic,4,petrol,,62414,1,684000,telangana,,,5,sedan
28218,maruti,swift dzire,manual,9,petrol,,26237,1,359000,west bengal,,,5,sedan
28219,maruti,celerio,manual,6,petrol,,90932,1,376000,gujarat,,,5,hatchback
28220,maruti,s cross,manual,6,diesel,,89162,2,610000,delhi,,,5,suv
28221,honda,city,manual,11,cng,,45482,1,443000,uttar pradesh,,,5,sedan
28222,maruti,ciaz,automatic,6,diesel,,78356,1,942000,tamil nadu,,,5,sedan
28223,hyundai,elite i20,manual,8,petrol,,72362,1,701000,karnataka,,,5,hatchback
28224,maruti,ciaz,automatic,3,petrol,,79587,1,696000,maharashtra,,,5,sedan
28225,maruti,celerio,automatic,5,petrol,,45551,1,587000,karnataka,,,5,hatchback
28226,honda,city,manual,3,petrol,,18423,1,1119000,punjab,,,5,sedan
28227,maruti,swift,manual,5,petrol,,40584,1,561000,uttar pradesh,,,5,hatchback
28228,maruti,swift,manual,3,petrol,,7244,1,798000,karnataka,,,5,hatchback
28229,honda,jazz,manual,8,petrol,,61496,1,465000,delhi,,,5,hatchback
28230,hyundai,elite i20,manual,9,diesel,,86352,2,584000,karnataka,,,5,hatchback
28231,maruti,ertiga,manual,11,diesel,,99344,2,646000,andhra pradesh,,,5,suv
28232,tata,nexon,automatic,4,diesel,,73321,1,976000,west bengal,,,5,suv
28233,hyundai,i10,manual,14,petrol,,58084,2,227000,gujarat,,,5,hatchback
28234,hyundai,new i20,manual,3,petrol,,1830,1,700000,punjab,,,5,hatchback
28235,maruti,swift,manual,6,petrol,,55919,1,657000,haryana,,,5,hatchback
28236,maruti,swift,manual,5,petrol,,39682,1,689000,uttar pradesh,,,5,hatchback
28237,maruti,new wagon-r,automatic,3,petrol,,57433,1,617000,maharashtra,,,5,hatchback
28238,hyundai,i10,manual,13,petrol,,54404,1,269000,madhya pradesh,,,5,hatchback
28239,maruti,celerio,automatic,8,petrol,,68512,2,442000,telangana,,,5,hatchback
28240,maruti,baleno,manual,7,petrol,,95619,1,457000,west bengal,,,5,hatchback
28241,honda,brio,manual,8,petrol,,70316,3,364000,madhya pradesh,,,5,hatchback
28242,honda,jazz,manual,8,diesel,,32919,2,510000,maharashtra,,,5,hatchback
28243,toyota,innova crysta,manual,3,diesel,,17721,2,2210000,gujarat,,,5,suv
28244,maruti,alto 800,manual,7,petrol,,121145,1,268000,,,,5,hatchback
28245,renault,captur,manual,5,petrol,,26583,1,882000,karnataka,,,5,suv
28246,tata,tigor,manual,5,cng,,47174,1,897000,tamil nadu,,,5,sedan
28247,honda,city,automatic,8,petrol,,99861,1,874000,karnataka,,,5,sedan
28248,hyundai,venue,manual,4,diesel,,40734,1,803000,haryana,,,5,suv
28249,maruti,ignis,manual,4,petrol,,36231,1,600000,karnataka,,,5,hatchback
28250,maruti,alto k10,manual,12,petrol,,52076,1,253000,karnataka,,,5,hatchback
28251,hyundai,creta,manual,4,petrol,,71723,1,1081000,punjab,,,5,suv
28252,maruti,swift,manual,11,petrol,,97424,1,325000,delhi,,,5,hatchback
28253,maruti,swift,automatic,6,petrol,,31045,1,590000,delhi,,,5,hatchback
28254,tata,tigor,manual,7,petrol,,61340,1,486000,karnataka,,,5,sedan
28255,hyundai,i10,automatic,12,petrol,,75166,1,286000,maharashtra,,,5,hatchback
28256,hyundai,verna,manual,5,petrol,,32436,1,592000,haryana,,,5,sedan
28257,hyundai,grand i10,manual,9,petrol,,101356,2,447000,,,,5,hatchback
28258,volkswagen,vento,manual,4,petrol,,62889,1,644000,maharashtra,,,5,sedan
28259,maruti,baleno,manual,5,petrol,,22126,1,636000,delhi,,,5,hatchback
28260,maruti,swift,manual,7,petrol,,42386,1,538000,maharashtra,,,5,hatchback
28261,maruti,wagon r 1.0,manual,9,petrol,,56510,1,291000,haryana,,,5,hatchback
28262,nissan,magnite,manual,3,petrol,,23260,1,826000,bihar,,,5,suv
28263,honda,amaze,automatic,11,diesel,,49260,1,770000,telangana,,,5,sedan
28264,hyundai,aura,automatic,2,diesel,,28673,1,866650,uttar pradesh,,,5,sedan
28265,hyundai,grand i10 nios,manual,5,petrol,,25272,1,655000,telangana,,,5,hatchback
28266,ford,ecosport,automatic,5,petrol,,13204,1,1028000,maharashtra,,,5,suv
28267,maruti,celerio,manual,9,petrol,,38644,1,445000,maharashtra,,,5,hatchback
28268,hyundai,new santro,manual,3,petrol,,18055,1,513000,tamil nadu,,,5,hatchback
28269,hyundai,elite i20,manual,7,petrol,,51893,1,552000,uttar pradesh,,,5,hatchback
28270,honda,wr-v,manual,6,petrol,,27235,1,619000,haryana,,,5,suv
28271,honda,wr-v,manual,6,petrol,,27043,2,679000,telangana,,,5,suv
28272,maruti,swift,manual,10,petrol,,52507,1,485000,telangana,,,5,hatchback
28273,maruti,wagon r 1.0,automatic,7,petrol,,26905,2,513000,karnataka,,,5,hatchback
28274,hyundai,i10,manual,12,petrol,,57352,2,318000,andhra pradesh,,,5,hatchback
28275,renault,kiger,manual,2,petrol,,3522,1,554000,bihar,,,5,hatchback
28276,honda,amaze,manual,6,petrol,,18487,1,526000,uttar pradesh,,,5,sedan
28277,maruti,baleno,manual,7,petrol,,68949,2,515000,maharashtra,,,5,hatchback
28278,ford,ecosport,manual,9,petrol,,58675,3,549000,tamil nadu,,,5,suv
28279,honda,city,automatic,7,petrol,,22496,1,1514000,karnataka,,,5,sedan
28280,honda,amaze,manual,9,petrol,,55580,2,507000,kerala,,,5,sedan
28281,honda,city,manual,11,petrol,,106244,1,696000,,,,5,sedan
28282,honda,amaze,automatic,5,petrol,,26129,1,725000,maharashtra,,,5,sedan
28283,hyundai,elite i20,manual,10,petrol,,47704,2,544000,gujarat,,,5,hatchback
28284,hyundai,elite i20,manual,7,petrol,,971212,3,583000,,,,5,hatchback
28285,hyundai,santro xing,manual,10,petrol,,65042,1,225000,delhi,,,5,hatchback
28286,maruti,baleno,manual,7,petrol,,37647,2,583000,maharashtra,,,5,hatchback
28287,jeep,compass,manual,7,diesel,,64212,1,1049000,maharashtra,,,7,lux_suv
28288,nissan,magnite,automatic,3,petrol,,16927,2,797650,gujarat,,,5,suv
28289,honda,jazz,automatic,6,petrol,,75402,2,637000,haryana,,,5,hatchback
28290,tata,tiago,manual,6,petrol,,38878,1,505000,maharashtra,,,5,hatchback
28291,hyundai,elite i20,manual,9,diesel,,83731,2,639000,karnataka,,,5,hatchback
28292,hyundai,i10,manual,13,petrol,,56652,2,217000,delhi,,,5,hatchback
28293,hyundai,xcent,manual,8,petrol,,32043,1,691000,maharashtra,,,5,sedan
28294,hyundai,grand i10,manual,8,petrol,,90995,2,441000,gujarat,,,5,hatchback
28295,maruti,ritz,manual,13,petrol,,39644,1,197000,delhi,,,5,hatchback
28296,maruti,celerio,manual,5,petrol,,27421,1,464000,gujarat,,,5,hatchback
28297,maruti,s cross,manual,9,diesel,,91260,2,637000,karnataka,,,5,suv
28298,maruti,alto k10,automatic,5,petrol,,12639,2,395000,maharashtra,,,5,hatchback
28299,hyundai,elite i20,manual,6,petrol,,92792,1,598000,haryana,,,5,hatchback
28300,honda,city,automatic,10,petrol,,22322,1,651000,karnataka,,,5,sedan
28301,honda,wr-v,manual,7,petrol,,39145,1,652000,delhi,,,5,suv
28302,maruti,wagon r 1.0,manual,6,petrol,,49694,1,345000,west bengal,,,5,hatchback
28303,hyundai,grand i10,automatic,6,petrol,,18461,1,709000,karnataka,,,5,hatchback
28304,hyundai,verna,manual,5,petrol,,29881,1,865000,bihar,,,5,sedan
28305,tata,nexon,manual,3,petrol,,22424,1,1066000,gujarat,,,5,suv
28306,volkswagen,polo,manual,10,diesel,,100761,2,649000,karnataka,,,5,hatchback
28307,nissan,magnite,manual,3,petrol,,23316,1,848000,telangana,,,5,suv
28308,honda,city,manual,11,petrol,,94287,2,474000,andhra pradesh,,,5,sedan
28309,honda,amaze,manual,4,diesel,,61109,1,980000,delhi,,,5,sedan
28310,hyundai,verna,manual,3,petrol,,72826,1,372000,maharashtra,,,5,sedan
28311,honda,city,manual,9,petrol,,60713,1,252000,delhi,,,5,sedan
28312,renault,kwid,manual,3,petrol,,20023,1,553000,karnataka,,,5,hatchback
28313,maruti,wagon r 1.0,manual,12,cng,,54745,1,303000,maharashtra,,,5,hatchback
28314,hyundai,creta,automatic,8,petrol,,79576,1,973000,maharashtra,,,5,suv
28315,hyundai,creta,manual,7,petrol,,88700,1,583000,west bengal,,,5,suv
28316,maruti,swift,manual,11,cng,,70041,2,372600,uttar pradesh,,,5,hatchback
28317,maruti,swift dzire,manual,9,petrol,,55183,1,1023000,maharashtra,,,5,sedan
28318,maruti,wagon r 1.0,manual,14,petrol,,108430,1,168000,,,,5,hatchback
28319,hyundai,venue,manual,4,petrol,,50646,1,929000,telangana,,,5,suv
28320,hyundai,i20 active,manual,8,petrol,,102621,2,440000,,,,5,hatchback
28321,maruti,ciaz,manual,5,petrol,,10949,1,1176000,karnataka,,,5,sedan
28322,kia,sonet,manual,3,diesel,,27698,1,900000,uttar pradesh,,,5,suv
28323,maruti,new wagon-r,manual,5,petrol,,28454,2,516350,karnataka,,,5,hatchback
28324,nissan,magnite,automatic,2,petrol,,13800,1,932000,karnataka,,,5,suv
28325,maruti,ignis,automatic,7,cng,,83290,1,504000,maharashtra,,,5,hatchback
28326,hyundai,grand i10,manual,9,petrol,,98416,1,416000,maharashtra,,,5,hatchback
28327,volkswagen,polo,manual,5,petrol,,80855,1,559000,telangana,,,5,hatchback
28328,maruti,swift,manual,10,petrol,,37528,1,407000,haryana,,,5,hatchback
28329,maruti,baleno,manual,7,petrol,,50135,1,600000,punjab,,,5,hatchback
28330,maruti,wagon r 1.0,manual,12,petrol,,75761,2,303000,karnataka,,,5,hatchback
28331,hyundai,new santro,manual,4,petrol,,19168,1,476000,maharashtra,,,5,hatchback
28332,honda,amaze,manual,10,petrol,,54075,1,448000,karnataka,,,5,sedan
28333,maruti,ignis,automatic,7,petrol,,27263,1,505000,maharashtra,,,5,hatchback
28334,honda,amaze,manual,11,diesel,,86176,1,448000,karnataka,,,5,sedan
28335,hyundai,new santro,manual,5,petrol,,57435,1,543000,telangana,,,5,hatchback
28336,maruti,ritz,manual,14,petrol,,91149,2,313000,karnataka,,,5,hatchback
28337,hyundai,elite i20,manual,7,petrol,,72793,2,666000,telangana,,,5,hatchback
28338,maruti,s presso,manual,3,cng,,9447,1,485000,delhi,,,5,hatchback
28339,maruti,alto,manual,12,petrol,,11969,1,190000,maharashtra,,,5,hatchback
28340,honda,jazz,manual,8,petrol,,76046,2,490000,karnataka,,,5,hatchback
28341,hyundai,grand i10 nios,manual,3,petrol,,10750,1,728000,maharashtra,,,5,hatchback
28342,maruti,ciaz,manual,7,petrol,,81868,1,392000,delhi,,,5,sedan
28343,maruti,swift,manual,13,petrol,,49595,2,309000,andhra pradesh,,,5,hatchback
28344,hyundai,grand i10,manual,6,petrol,,35828,1,519000,uttar pradesh,,,5,hatchback
28345,maruti,new wagon-r,manual,3,cng,,31413,1,565200,delhi,,,5,hatchback
28346,renault,kwid,automatic,6,petrol,,55801,1,450000,karnataka,,,5,hatchback
28347,maruti,swift dzire,manual,12,petrol,,36647,2,769000,punjab,,,5,sedan
28348,datsun,redi go,manual,3,petrol,,9618,1,370000,rajasthan,,,5,hatchback
28349,hyundai,grand i10,automatic,10,petrol,,54178,1,407000,delhi,,,5,hatchback
28350,maruti,celerio x,automatic,4,petrol,,47794,1,559000,karnataka,,,5,hatchback
28351,ford,ecosport,automatic,8,cng,,51228,2,598000,maharashtra,,,5,suv
28352,hyundai,elite i20,manual,8,petrol,,75268,1,559000,karnataka,,,5,hatchback
